2200,MOUNTING FRAME 1G MK
3005109,PHONEIX CONTACT FUSED TERMINAL  16mm
3208142,TERMINAL COVER D-PT 1.5/S  PHOENIX CONTAC
3208100,TERMINAL FEED THROUGH BLOCK  0.14-1.5mm PHOENIX CONATC
5320,SADDLE 20mm PVC CLIP IN TYPE  KOPOS WHITE
5332,SADDLE 32mm PVC CLIP IN KOPOS  WHITE
58122,SADDLE 20mm PVC CLIP IN TYPE  (EFIX58122)
58198,SADDLE 25mm PVC CLIP IN TYPE  (EFIX58198)
58199,SADDLE 32mm PVC CLIP IN TYPE  FISCHER
600232,PVC CONDUIT CLICK FIT SADDLE  20mm
71501A,MINI TRUNKEN ON 5MTR ROLL
ECD1WHI,MK PENDANT DOME COVER PVC  WHITE 20MM
MBU2WH,BENCH UNIT 2 GANG WHITE MT
PVC1G20,PVC 1G SUFACE BOX C\W 20MM K\O  mssb91wh-bulk
PVC1G47,PVC 1G 47mm SURFACE BOX WITH  20mm K/O MSSB17WH
PVC241391,REHAU END CAP FOR PROFILE D  -5
PVC242191,REHAU 1G TRUNKING BOX 25mm
PVC242201,REHAU 2G TRUNKING BOX 25mm
PVC2G20,PVC2G SURFACE BOX C\W 20MM K\O  mssb92wh-bulk
PVC2G47,PVC 2G 44mm SURFACE BOX WITH  20mm K/O MSSB23WH
PVC2MRB13WH,PVC CONDUIT 20mm U BOX  MARSHALL TUFFLEX (20)
PVC2MRB14WH,PVC CONDUIT 20mm Y BOX  MARSHALL TUFFLEX (20)
PVC2MRB2WH,PVC CONDUIT 20mm TERMINAL BOX  MARSHALL TUFFLEX (20)
PVC2MRB3WH,PVC CONDUIT 20mm THROUGH BOX  MARSHALL TUFFLEX (20)
PVC2MRB4WH,PVC CONDUIT 20mm ANGLE BOX  MARSHALL TUFFLEX (20)
PVC2MRB5WH,PVC CONDUIT 20mm TEE BOX  MARSHALL TUFFLEX (20)
PVC2MRB6WH,PVC CONDUIT 20mm 4-WAY BOX  MARSHALL TUFFLEX (20)
PVC3MRB2WH,PVC CONDUIT 25mm TERMINAL BOX  MARSHALL TUFFLEX (20)
PVC3MRB3WH,PVC CONDUIT 25mm THROUGH BOX  MARSHALL TUFFLEX (20)
PVC3MRB4WH,PVC CONDUIT 25mm ANGLE BOX  MARSHALL TUFFLEX (20)
PVC3MRB5WH,PVC CONDUIT 25mm TEE BOX  MARSHALL TUFFLEX (20)
PVC3MRB6WH,PVC CONDUIT 25mm 4 WAY BOX  MARSHALL TUFFTEX (20)
PVCCR2WH,PVC CONDUIT 20mm LIGHT GAUGE  MARSHELL TUFLEX 30/3060
PVCCR3WH,PVC CONDUIT 25mm ROUND LIGHT  GAUGE MARSHELL TUFFLEX (30)
PVCCR6WH,PVC CONDUIT 20mm HEAVY GAUGE  PER 3M LENGTH MARSHALL TUFFLEX
PVCCR7WH,PVC CONDUIT 25mm HEAVY GAUGE  PER 3M LENGHT MARSHALL TUFFLEX
PVCDFLATTEE,REHAU FLAT TEE FOR PROFILE D  242925 & 242095
PVCEC20,MONO PLUS 20 COUPLER  MARSHALL TUFFLEX (5)
PVCEEC20,MONO PLUS 20 END CAP  MARSHALL TUFFLEX (5)
PVCEIB20,MONO PLUS INTERNAL BEND  MARSHALL TUFFLEX (5)
PVCEMT20ETL1,MONO PLUS 20-3 COMPARTMENT (4)  TRUNKING 140x50mm C/W LID PER3
PVCESSB1,MONO PLUS 20 1G SINGLE BOX  MARSHALL TUFFLEX (20)
PVCESSB2,MONO PLUS 20 2G DOUBLE BOX  MARSHALL TUFFLEX (10)
PVCEXB20,MONO PLUS 20 EXTERNAL BEND  MARSHALL TUFFLEX (5)
PVCGLUE,PVC CONDUIT 1/4 LITRE GLUE  SCSC
PVCGSB20,PVC CONDUIT 20mm CLIP IN SADDLE MK No EQS20
PVCGSB25,PVC CONDUIT 25mm CLIP IN SADDLE
PVCMA7WH,PVC CONDUIT 20mm MALE THREAD  ADAPTOR MARSHALL TUFFLEX
PVCMA8WH,PVC CONDUIT 25mm MALE ADAPTOR  MARSHALL TUFFLEX (50)
PVCMAB2WH,PVC CONDUIT 20mm FEMALE  ADAPTOR MARSHALL TUFFLEX
PVCMAB3WH,PVC CONDUIT 25mm FEMALE ADAPTO  R MARSHEL TUFLEX
PVCMC2WH,PVC CONDUIT 20mm COUPLER  MARSHALL TUFFLEX (100)
PVCMC3WH,PVC CONDUIT 25mm COUPLER  MARSHALL TUFFLEX (50)
PVCMCL1WH,PVC CONDUIT CIRCULAR LID  MARSHALL TUFFLEX (100)
PVCMIB2WH,PVC CONDUIT 20mm INSPECTION  BEND MARSHALL TUFFLEX (20)
PVCMIB3WH,PVC CONDUIT 25mm INSPECTION  BEND MARSHALL TUFFLEX (20)
PVCMIE2WH,PVC CONDUIT 20mm INSPECTION  ELBOW MARSHALL TUFFLEX (20)
PVCMIT2WH,PVC CONDUIT 20mm INSPECTION  TEE MARSHALL TUFFLEX (20)
PVCMMC2WH,PVC COUDUIT 20mm U CLIPWHITE  MARSHEL TUFLEX (100)
PVCMMC3WH,PVC CONDUIT 25mm U CLIP  MARSHEL TUFFLEX (100)
PVCMNB2WH,PVC CONDUIT 20mm LONG SWEEPING  BEND MARSHALL TUFFEX (25)
PVCMNB3WH,PVC CONDUIT 25mm PLAIN BEND  MARSHALL TUFFLEX (10)
PVCMR20,PVC CONDUIT 25-20mm REDUCER
PVCMSB2WH,PVC CONDUIT 20mm SPACER BAR  SADDLE MARSHALL TUFFEX (100)
PVCMSCP/2,PVC 1G SQUARE BOX LID DSL1
PVCMSCP/3,PVC 2G SQUARE BOX LID
PVCMTSPS1WH,MOUNTING FRAME 1G FOR PVCT100  x 50 TRUNKING
PVCMTSPS2WH,MOUNTING FRAME 2G FOR PVCT100  X 50 TRUNKING
PVCPROFILED,REHAU 3 COMPARTMENT TRUNKING
PVCS20H,SPRING FOR BENDING 20mm H/G  GREEN TIP (MBSH2)
PVCS20L,SPRING FOR BENDING 20mm L/G  WHITE TIP (CCR2WH)
PVCS25H,SPRING FOR BENDING 25mm H/G  GREEN TIP (CCR7)
PVCS25L,SPRING FOR BENDING 25mm L/G  WHITE TIP (CCR3WH)
PVCT100100,PVC MAXI TRUNKING 100x100mm  MTRS100WH (4) 10714
PVCT10050,PVC TRUNKING 100x50mm CT105  MTRS100/50WH (4)
PVCT108SF,MINI TRUNKING 10x8mm STICKEY  BACK (40)
PVCT150150,PVC MAXI TRUNKING 150x150mm  MTRS150WH (2)
PVCT1610SF,PVC MINI TRUNKING  16x10mm  SELF FIXING (40) MMTOSFWH
PVCT1616,PVC MINI TRUNKING  16x16mm  MEM NO: CMT1
PVCT1616SF,PVC MINI TRUNKING  16x16 SELF  FIXING (30)
PVCT2516SF,PVC MINI TRUNKING  25x16mm  SELF FIXING (30)
PVCT3816SF,MINI TRUNKING 38x16mm STICKEY  BACK (15)
PVCT3825SF,PVC TRUNKING  38x25 SELFFIXING  (15)
PVCT4040,MINI TRUNKING 40x40mm 2mtr LEN  GTH LHD4040
PVCT5025,PVC MAXI TRUNKING  50x25  MMT5WH (12)
PVCT5050,PVC MAXI TRUNKING  50x50mm  MTRS50WH (8)
PVCT7550,PVC TRUNKING  75mm x 50mm
PVCT7575,PVC MAXI TRUNKING  75x75mm  MTRS75WH (4)
PVCTCCS50,TRUNKING COUPLER  50mm MARSHAL  L TUFFLEX
PVCTEC1WH,PVC MT END CAPS FOR 16x16 TRUNKING (100)
PVCTEC2WH,PVC MT END CAPS FOR 25x16 TRUNKING (100)
PVCTECS100,PVC MAXI TRUNKING 100x100mm END CAP MARSHALL TUFFLEX (5)
PVCTECS10050,MAXI TRUNKING 100x50mm END CAP MARSHALL TUFFLEX (5)
PVCTECS150150,MAXI TRUNKING 150mm END CAP MARSHALL TUFFLEX
PVCTECS50,PVC MAXI TRUNKING  50x50 STOP  EN MARSHALL TUFF LEX (10)
PVCTECS75,PVC MAXI TRUNKING 75x75mm END CAP MARSHALL TUFFLEX (5)
PVCTSS01,1GANG MT MAXI TRUNKING BOX  (TSS03WH)
PVCTSS02,2GANG MT MAXI TRUNKING BOX  (TSS04WH)
SC1250,WALKOVER CABLE PROTECTION 12 X 50MM  PER 2MTR
SC1875,WALKOVER CABLE PROTECTION  75x18mm PER 2mtr LENGTH
5325,SADDLE 25mm PVC CLIP IN TYPE  KOPOS WHITE
PVCT128SF,MINI TRUNKING 12x8mm STICKEY B  ACK
PVCT2516,PVC MINI TRUNKING  25x16mm  MEM NO: CMT2
PVCT3816,PVC MINI TRUNKING  38x16mm  MEM NO: CMT3
PVCT3838SF,MINI TRUNKING 38x38mm STICKEY  BACK
PVCTCCS100,TRUNKING COUPLER 100mm MARSHAL  L TUFFLEX PVC
PVC241451,REHAU INTERNAL CORNER FOR PROF  ILE D
PVC241511,REHAU EXTERNAL CORNER FOR PROF  ILE D
PVC241571,REHAU JOINT COVER FOR PROFILE  D
PVC242095,REHAU TEE LID D FOR 3 COMP TRU  NKING
PVC242925,REHAU BASE FOR FLAT TEE D 3 CO  MP TRUNKING
PVC733283,REHAU FLAD ANGLE LID FOR D 3CO  MP TRUNKING
PVCIT25,PVC INSPECTION TEE 25mm
PVCRBUN1W,PVC CONDUIT UNIVERSAL BOX
PVCT6060,MAXI TRUNKING 60x60mm KOPOS
PVCTCCS75,TRUNKING COUPLER  75mm MARSHAL  L TUFFLEX PVC
TFAS10050C,M/T FLAT 90DEG BEND 100X50mm  CLIP ON TYPE
TFTS10050,M/T MANU. FLAT TEE PIECE  100X50mm
TIAS10050,INTERNAL BEND FOR PVCT10050
TIAS10050C,M/T INTERNAL 90DEG BEND  100X50mm CLIP ON TYPE
TOAS10050C,M/T EXTERNAL 90DEG BEND  100X50mm CLIP ON TYPE
PVCEFA20MWH,MONO PLUS FLAT ANGLE
PVCEFT20MWH,MONO PLUS 20 FLAT TEE
PVCMSB3,PVC 25MM SB SADDLE  MARSHALL TUFFLEX
MSB1/SC/B,PVC 1G SUFACE BOX BLACK
MSB2/SC/B,PVC 2G SUFACE BOX BLACK
MHG20-3BLK,PVC 20MM BLACK CONDUIT
IB20B,20MM BLACK PVC CONDUIT BEND
RB2-2B,20MM TERMINAL BOX BLACK PVC
SNS20B,BLACK 20MM SADDLES
CL1B,BLACK CIRCULAR LID PVC
MA20B,MALE 20MM ADAPTOR PVC BLACK
SC20B,20MM BLACK PVC COUPLER
PVCEDC1WHI,PVC PENDANT DOME COVER   20MM
11411,FAN PUNTO 150mm TIMER
12412,FAN  12  Window Wall Fan
12452,FAN   9  Window/Wall Mounted
12611,"FAN  6""  Window/Wall pull cord"
12612,FAN   6  WINDOW/ WALL VARIO  C/W AUTOMATIC SHUTTER SURFACE
3663,DUCTING 100mm FLEXIBLE PER 3MT  SOLD PER 3MTR PACK       1020
3666,"DUCTING 100mm FLEXIBLE, 6M (Netted). SOLD PER 6MTR  P0180/102/35"
43920,FAN  12  DESK 230V 40W 3 SPEED  OSCILLATES+TILTS
43930,FAN  16  STAND 230V 60W  3 SPEEDS ADJUSTABLE HEIGHT
A10,FAN   4  STANDARD NVF100S
A10T,4  TIMER FAN NVF100T
BB9,TERMINAL END CONNECTORS RED  0.5-1.5 SQ   9200460000
EX003T,FAN 100mm WHITE WITH TIMER & B  ACKLIGHT
EX004T,FAN 100mm S\S BLACK WITH TIMER  & BACKLIGHT
FPF08KU230B110,PANEL FAN 230V 92mm
G12FW,DESK FAN 12
G16PF,FAN  16  PEDESTAL HG0065859
GKV1000220,PANEL FAN GRILLE & FILTER  109x109mm 230V 35 AIR VOLUME
GSF10,FAN GRILL 119 x 119mm
HG00662,FAN  18  HIGH VELOCITY
ICON15,FAN ICON15 AIRFLOW 4  FAN  AUTO SHUTTER
NVF150S,FAN 150mm MANROSE 230M/HR
P009213335,DUCTING 133mm WHITE 3MTR PACK
PO18015235,DUCTING 152mm WHITE 6MTR PVC
SLKSC,SHOWERLIGHT C/W FAN 4  CHROME
SLKTC,SHOWERLIGHT WITH 100mm TIMER  FAN CHROME/WHITE
VKC243W,FAN GRILL 100mm WITH FLAPS
VKC244B,FAN GRILL 100mm BROWN
VKC244BFS,FAN GRILL 100mm C\W FLY MESH BROWN
VKC244FS,FAN GRILL 4  C\W FLY MESH  WHITE
VKC244W,FAN GRILL 4  WHITE
VKC245W,FAN GRILL 100mm WHITE COWLED
VKC268,FAN GRILL 125mm LOUVERED WHITE
VKC292W,FAN GRILL 150mm WITH FLAPS  WHITE
VKC303,FAN 100mm BACK DRAFT SHUTTER
VKC306F,DUCT VALVE 100mm CELING MOUNTE  D
VKC363,BACK DRAFT SHUUTER 150mm
VKC366F,DUCT VALVE 150mm CELING MOUNTE  D
VKC437,REDUCER 150-100mm FOR FLEXIE  DUCTING
VSF100F,FAN KIT VSF100T
GSV1000220,PANEL FAN & GRILL 119x119mm
3321207,PANEL FAN GRILLE ONLY 116mm  RITTAL
FPFO8KRG100,PANEL FAN GRILLE 92mm
STV408,FAN  16  PEDESTAL HELLER
VKC275B,FAN GRILL 150mm BROWN
VKC275WFS,FAN GRILL 150mm WHITE WITH FLY  SCREEN
NVF100H,FAN   4  HUMIDITY  NVF100H
VKC244BLFS,FAN GRILLE BLACK 100mm WITH FLY MESH
1180W,FAN GRILL 125mm FLAPPED WHITE  (1180w)
CF100TSS,FAN TIMER WITH COLLAR FOR CONCRETE SHORT SPIGOT
A10010,MAGLOCK ELECTROMAGNETIC 12/24V  DC 1200LB PRESSURE
AS8522,MINI MAG LOCK Z&L MOUNTING BRA  CKETS
CO9X10,CARBON MONOXIDE ALARM C/W 10YR  LITHIUM BATTERY
EI128COV,RELAY BASE COVER FOR EI128RBU
EI128R,RELAY PATRESS FOR EI DETECTORS
EI128RBU,RELAY BASE C/W BATTERY BACKUP
EI144RC,HEAT DETECTOR MAINS POWERED  C/W BATTERY BACKUP
EI146E,SMOKE DETECTOR MAINS POWERED  OPTICAL    C/W BATTERY BACKUP
EI1529RC,EI REMOTE CONTROL LOCATE/TEST/HUSH SWITCH WALL MOUNTED (24)
EI168RC,RADIO LINK DETECTOR BASE EI  -4
EI208,CARBON MONOXIDE DETECTOR  BATTERY OPERATED 7YR EI
EI208WRF,CARBON MONOXIDE BATTERY  POWERED ALARM RADIO FREQUENCY
EI3000MRF,SMART LINK MODULE FITS ANY MAI  NS ALARM FROM EI3000 SERIS
EI3014,HEAT DETECTOR 230V LITHIUM  BATTERY BACK UP (10YR)
EI3016,SMOKE DETECTOR OPTICAL ALARM  RECHARGEABLE BATTERY 230V
EI3018,CARBON MONOXIDE DETECTOR 230V  BATTERY BACK UP LINKABLE EI
EI3024,SMOKE -  OPTICAL AND HEAT ALARM 230V C/W  10YR CHARGEABLE L-I BATTERY
EI3028,ALARM HEAT & CARBON MAINS WITH  10 YEAR BATTERY EI
EI450RF,EI REMOTE CONTROL LOCATE/TEST/  HUSH SWITCH RF
EI630I3XEN,HEAT ALARM BATTERY POWERED  10 year Ei
EI603RF,HEAT ALARM 10 YEAR LITHIUM BAT  TERY WIRLESS INTERCONNECT EI
EI650C1XEN,SMOKE ALARM 10 YEAR LITHIUMION REPLACING EI650C  BATTERY (10) NO MAINS
EI650IRF-3XEN,SMOKE ALARM OPTICAL RADIO FREQ  CONNECTIVITY 10 YR BATTERY EI
HKCGSMSC,HKC PLUG ON GSM/WIFI UNIT  SMARTPHONE APP
MINIMAG,MINI MAGLOCK ELECTROMAGNETIC  12-24VDC AS8529 (A10001)
MWS424DB,FIRE IP65 24V DEEPBASE SOUNDER
PSU/A,POWER SUPPLY UNIT 1 AMP 12 VDC
PSUA/3,POWER SUPPLY UNIT 3 AMP 12VDC
BRK790,HEAT ALARM 230V C/W BATTERY  BACK UP
C0850MBXI,CARBON MONOXIDE ALARM 230V WIT  H BATTERY BACKUP
EI100B,EI 9v BATTERY SMOKE DETECTOR  -4
EI161,SMOKE ALARM MAINS POWERED BATT  ERY BACKUP C\W LITHIUM BATTERY
EI164,HEAT DETECTOR MAINS POWERED  LITHIUM BATTERY BACKUP (10yr)
EI261,CARBON MONOXIDE DETECTOR 230V  BATTERY BACKUP LINKABLE EI
BRK770,SMOKE ALARM 230V C/W BATTERY  BACK UP
HDBB,HEAT ALARM 230V C/W BATTERY
HF360UP,STEINEL 360ø RECESSED SENSOR BLS
XP95I,SMOKE DETECTOR IONISATION
XP95O,SMOKE DETECTOR OPTICAL
EI166,SMOKE DETECTOR OPTICAL RECHARG  ABLE BATTERY
EI605C1XEN,SMOKE ALARM 10 YEAR LITHIUMION  BATTERY (10)
EI650C,SMOKE ALARM OPTICAL 10 YEAR  BATTERY EI (NO MAINS)
EI630I-3XEN,HEAT ALARM BATTERY POWERED 10 YEAR LITHIUM
FFCO2,CARBON MONOXIDE DETECTOR  FLAME FAST CO2 MONITIOR 230V   WALL MOUNTED
FHB160,SMOKE ALARM WITH 10YR SEALED BATTERY
FBB100TUV,FIRE BLANKET 1M X 1M FIREHAWK
EI630IRF,EI HEAT RADIO FREQUENCY DETECTOR
EI630IF-3XEN,HEAT ALARM 10 YEAR LITHIUM BATTERY WIRLESS INTERCONNECT EI
EI533SK,FIRE EXTINGUISHER EI
167593,SURGE ARRESTOR 1P 20KA
24339,MCB 2P  25A C CURVE MERLIN
A9F74102,MCB 1P   2A TYPE C SCHNEIDER
A9F74116,MCB 1P  16A TYPE C SCHNEIDER
A9F74310,MCB 3P  10A C CURVE SCHNEIDER  (A9F79310)
A9F74120,MCB 1P  20A TYPE C SCHNEIDER
A9F79320,MCB 3P  20A C TYPE SCHNEIDER
19659,RCBO MERLIN B CURVE 40a 30MA
A9F83110,MCB 1P  10A B CURVE SCHNEIDER
A9F74101,MCB 1P   1A TYPE C SCHNEIDER
A9F74110,MCB 1P  10A TYPE C SCHNEIDER
A9F74132,MCB 1P  32A TYPE C SCHNEIDER
A9F74316,MCB 3P  16A TYPE C SCHNEIDER
A9F75102,MCB 1P   2A TYPE D SCHNEIDER
A9F75110,MCB 1P  10A TYPE D SCHNEIDER
A9N18513,MCB 3P 100A D CURVE SCHNEIDER
A9F73116,MCB 1P 16A TYPE B SCHNEIDER
A9F73132,MCB 1P 32A TYPE B SCHNEIDER
A9F73110,MCB 1P 10A TYPE B SCHNEIDER
A9F73120,MCB 1P 20A TYPE B SCHNEIDER
01-500,NEO AUTOMATIC WIRE STRIPPER
165,ADJUSTABLE WRENCH 250mm  LASER
206200,KNIPEX COMBINATION PLIERS 8
209,CRIMPING TOOL 1.5- 6mm INSULATED LUGS
217,LASER HAND RIVETER  (L0217)
512,LASER RETRACTABLE KNIFE  L0512
862,POZI HEAD MIXED 32 PIECE MAGNETIC
891152005,FOAM GUN 1 PART FOAM FMIST-1C  WURTH PU FOAM 61 L340mm
100-040,HOLE PUNCH 18 mm
100-060,HOLE PUNCH 20 mm
100-090,HOLE PUNCH 22.5 mm
100-110,HOLE PUNCH 25 mm
10745,CALIPER DIGITAL 150MM M10745  METRICA VERNIER
10R,VICE GRIPS 10  CURVED JAW.  (VRG10S)
1106160,KNIPEX CABLE STRIPPING TOOL  1000V RATED
12510001,SCREWDRIVER SQUARE TIP ROB1  SIZE 1 GREEN ROBERTSON TYPE
12510002,SCREWDRIVER SQUARE TIP ROB2  SIZE 2 RED ROBERTSON TYPE
1302160,KNIPEX ELECTRICIANS PLIERS 6  160mm NO.2 FINSIH
1396200,KNIPEX ELECTRICIANS PLIERS
143402,CABLE DRUM ROLLER 700x500mm  HAUPA
143404,CABLE DECOILER 400x400x390mm  HAUPA
15040,INK MARKER RED PICA
15041,INK MARKER BLUE PICA
15046,INK MARKER BLACK PICA
17040000,KEY - 4 WAY METER BOX KEY  AMS4600
17050000,KEY - UNIVERSAL METER BOX KEY
17100000,PLUMBING RADIATOR KEY
17110000,PLUMBING IMERSION SPANNER 85MM  -3
17200000,POLE KEY 10mm TRIANGLE
1733,MIXED HEAD SECURITY BIT SET 33pc
1768811,LENOX SNAP BACK ARBOUR 2L
1768812,LENOX SNAP BACK ARBOUR 5L
IT18510025,WOOD BORING BITS 25mm
IT18510032,WOOD BORING BITS 32mm
20001010,HACKSAW SENIOR 12
2012,LENOX HACKSAW FRAME  -10507543
20303BT324S,JIGSAW BLADE LENNOX 2 PACK
2030865,CUTTING DISC METALMAX DIAMOND  115x1.3mm LENNOX
2162,NUT RUNNER 6-7mm FLEXIBLE  SHAFT
2168011,CRIMPING TOOL BATTERY OPERATED  16-300MM HAUPA DIES EXTRA 1 BA
216836,DIE  16mm HAUPA
216838,DIE  25mm HAUPA
216840,DIE  35mm HAUPA
216842,DIE  50mm HAUPA
216844,DIE  70mm HAUPA
216846,DIE  95mm HAUPA
216848,DIE 120mm HAUPA
216850,DIE 150mm HAUPA
216852,DIE 185mm HAUPA
216854,DIE 240mm HAUPA
216856,DIE 300mm HAUPA
219624,HSS COBOLT DRILL BIT SET 1-10m  m HELLER
2219,6  MAGNETIC BIT HOLDER LASER  L2219
2297,SOLDER IN A  TUBE 15G
230-030,HOLE PUNCH BOLT
IT23770000L,INNOVATIVE TOOLS PUNCH DOWN  TOOL
238100020,CHEMICAL MORTAR 300ML  238-100-015
26632,HELLER 16mm STAINLESS STEEL  HOLE SAW
26722,WIHA 160mm LONG NOSE PLIERS  1000VAC VDE
27328,WIHA 160mm PLIERS 1000VAC VDE
27418,WIHA 180mm PLIERS 1000VAC VDE
27419,WIHA 200mm PLIERS 1000VAC VDE
27424,WIHA 160mm BENT NOSE PLIERS  1000VAC VDE
27428,WIHA 140mm SNIPS 1000VAC VDE
27429,WIHA 160mm SNIPS 1000VAC VDE
27430,WIHA 180mm SNIPS 1000VAC VDE
28310900,WIHA  6PC VDE LIFT UP SCREWDRI  VER PART(code 28613)
2969,POZI HEAD NO 2 32 PIECE  L2969
15890000,PLUMBING PEX PIPE CUTTER
30001020,PLUMBING PVC PIPE CUTTER
30010000,KNIFE FOLDABLE UTILITY
30020000,INNOVATIVE TOOLS STANLEY KNIFE
30050000,STANLEY BLADES PACK OF 10  (ams0360x20)
301220204,WITTE TOOL SET C/W POUCH
3030,PENCIL DRY PICA GREEN
30847,LEN091 ARBOR 12  EXTENSION
30857,ARBOR ADAPTER
320N02575,WIHA SCREWDRIVER FLATHEAD  1000V 2.5x75mm
320N030100,WIHA SCREWDRIVER FLATHEAD  1000V 3x100
320N035100,WIHA SCREWDRIVER FLATHEAD  1000V 3.5x100
320N04100,WIHA SCREWDRIVER FLATHEAD  1000V 4x100mm
320NK6,WIHA SCREWDRIVER SET
32282,SCREWDRIVER SET PLUS MINUS POZ  I 2 PACK WIHA
322923,WALKIE TALKIE SET 10KM RANGE
3365,STUBBY SCREWDRIVER PHILLIPS  QFBBB0203
33969,WIHA  6PC TOOL POUCH 9300-018
35810300,COMBINATION SQUARE 300MM  INNOVATIVE TOOLS
36845859,CRIMPER COAX RG58-RG59
36850560L,CRIMPER RATCHET INSULATED  TERMINALS .05 TO 6.00MM
36881635L,CRIMPER RATCHET FERRULES 10-35
36925522L,CRIMPER NON-INSULATED TERMINAL  6.0 TO 25MM
36940650L,CRIMPING TOOL 6 - 50mm
36956120L,CRIMPING TOOL 6 -120mm
36960000,CRIMPER RJ11-RJ45
376Z,CRIMPING TOOL FOR RJ11 RJ12 RJ  45 CAT 5 & CAT6
38637,WIHA 3 PIECE TOOL KIT PLIERS
39136,WIHA PISTOL RATCHET C/W BITS
39420000,AUTOMATIC WIRE STRIPPER
4.5CD,DISC 4.5  STEEL
4012,HACKSAW FRAME LARGE LENNOX  LEN060
4020REFILLS,REFILLS FOR PENCIL 2xRED  2xYELLOW 4xBLACK
4030REFILLS,REFILLS FOR PENCIL BLACK
4040REFILLS,REFILLS FOR PENCIL 3xGREEN  2xWHITE 3xBLUE
40907,WIHA 26 PIECE SCREWDRIVER
41232,WIHA  9PC POUCH C/W STUBBY  SCREWDRIVER
42100000,RATCHET STRAP AUTOMATIC 3MTR
42989,WIHA  6PC PICO SCREWDRIVER SET  VDE
44410000,TORX KEY SET TORX T10-T40  -3
44470000,WERA COLOUR CODED HEX-PLUS  KEY SET
44501,CAT6 CRIMP TOOL FOR SCREENED  CABLE
45230020,POZI BIT SET PACKET 2 (PZ2)  -5
45240020,INNOVATIVE TOOLS PZ POWER BIT  5PK
45250001,SQUARE LOX BIT PACKET 2
45250002,BITS ROBERTSON NO 2X50 SET2POS
45510020,PHILIPS BIT SET PACK OF 10  (PH2)
45590000,MAGNETIC BIT HOLDER 60mm 1/4  -5
45900000,TECH SCREW MAGNETIC BIT 8mm
45920430,CUTTING DISC 4.5  STEEL PACK O  F 10 4
46701019,SPANNER RACHET COMBI 4-IN-1  10mm  13mm  17mm  +19mm
50050116,WEICON CABLE STRIPPER 4-16mm  -3
50050227,WEICON CABLE STRIPPER 8-28mm  -3
50054328,WEICON CABLE STRIPPER 4-28mm H
50055328,WEICON CABLE STRIPPER 4-28mm
50057328,WEICON CABLE STRIPPER 4-28mm  MULTI TOOL
51000005,WEICON 0.2-6mm AUTOMATIC  STRIPPER
51000400,WEICON WIRE MILTI STRIPPER  NO.400
51001007,WEICON 7F CABLE STRIPPER
51100002,WEICON REPLACEMENT BLADE  WIRE STRIPPER NO.5
52000013,WEICON NYMJ STRIPPER NO.13
52000030,WEICON DATA STRIPPER NO.30
52880001,WEICON STARTER SET PRO
5640,SOLDERING TOOL 40W 220W  LASER
VRTM45,MEASURING TAPE 5 METER
5WR,VICE GRIP 5  VRG5R
6076,HEAT SHRINK TUBING SET WITH  MINI HOT AIR LORCH - LASER 162PC
7121200,KNIPEX BOLT CUTTER
7402160,KNIPEX DIAGONAL SIDE CUTTERS  160mm NO.2 FINISH
8123,CARGO 12 IN 1 MULTIFUNCTION  PLIERS SET
84300,TOOLBAG NEO TOOL BAG
8603300,KNIPEX PIPE GRIPS 300mm  PLIERS WREPLASTIC
8701150,KNIPEX PUSH BUTTON PIPE GRIPS  NO.1 FINISH 150mm
8701180,KNIPEX PUSH BUTTON PIPE GRIPS  NO.1 FINISH 180mm
8701560,KNIPEX PIPE GRIPS
8802250,KNIPEX PIPE GRIPS 250mm NO.2  FINISH
20001005,HACKSAW JUNIOR 6
8OZ,CHALK DUST 8oz
9721215B,KNIPEX CRIMPING TOOL
975110,CRIMPING TOOL FOR RJ45 RATCHET  KNIPEX
975309,KNIPEX FERRULE CRIMPER 0.5-16  FRONT LOADED
A0816,TEXAN WOOD CHISEL SET
AC175,FLUKE CROCODILE CLIPS
AEAH17X19,PODGER RATCHET TOPTUL 17x19mm  QAEAH1719
AEAH1924,PODGER RATCHET TOPTUL 19x24mm
AEAH2430,PODGER RATCHET TOPTUL 24x30mm
AEAH24X27,PODGER RATCHET TOPTUL 24x27mm
AEAH3032,TOPTUL PODGER RATCHET 30-32mm
AHC40200,HOLE CUTTER ADJUSTABLE 40-200m  m ARMEG
AMC0230,PVC PIPE CUTTER 10-42mm AMTECH
AME0690,AMTECH 3 PIECE SDS KIT SIZE  12MM 16MM 24MM
AMG3900B,CHALK BLUE POWDER 4OZ  AMTECH
AMS0600,BUNGEE CORD  2 PACK  24 INCH
AMS0650,BUNGEE CORD  2 PACK  36 INCH
AMS0652,BUNGEE CORD  2 PACK  48 INCH
B4060B,GAS BLOW TORCH WITH 460G CANIS  TOR
B4061B,GAS CANISTOR 400ml SPARE
BEND010,BEND IT BENDING MACHINE  20-25mm FORMERS & GUIDES
C1678,WIDE MOUTH WRENCH 2 IN 1  AMC1678
CK424001,CK HOLESAW  16mm
CK424002,CK HOLESAW  19mm
CK424003,CK HOLESAW  20mm
CK424005,CK HOLESAW  22mm
CK424006,CK HOLESAW  25mm
CK424008,CK HOLESAW  32mm
CK424010,CK HOLESAW  38mm
CK424012,CK HOLESAW  41mm
CK424015,CK HOLESAW  48mm
CK424016,CK HOLESAW  51mm
